"OPERATION_ID","OPERATION_STATUS","CRUISE_ID","SITE_NAME","START_TIME","START_LAT","START_LON","END_TIME","END_LAT","END_LON","END_LONdec","START_LONdec","START_LATdec","END_LATdec","date","cruise_op"
41,"Representative","201684","3-14 OCT","10/26/16 21:38","4321.337N","06944.962W","10/26/16 21:58","4320.586N","06944.302W",-69.73836667,-69.74936667,43.35561667,43.3431,"10/26/16","201684_41"
41,"Representative","201781","8-17 OCT","10/18/17 19:25","4201.683N","07019.046W","10/18/17 19:55","4203.156N","07019.046W",-70.31743333,-70.31743333,42.02805,42.0526,"10/18/17","201781_41"
42,"Representative","201680","11-97 ALT","4/25/16 18:25","4302.602N","07008.718W","4/25/16 18:55","4301.230N","07009.152W",-70.15253333,-70.1453,43.04336667,43.0205,"4/25/16","201680_42"
42,"Representative","201682","7-78 ALT","6/22/16 20:21","4219.405N","07039.431W","6/22/16 20:51","4220.697N","07040.468W",-70.67446667,-70.65718333,42.32341667,42.34495,"6/22/16","201682_42"
42,"Representative","201683","Nov-45","7/13/16 15:25","4235.232N","06954.404W","7/13/16 15:55","4236.136N","06955.921W",-69.93201667,-69.90673333,42.5872,42.60226667,"7/13/16","201683_42"
42,"Representative","201684","3-13 OCT","10/27/16 11:11","4315.848N","06942.638W","10/27/16 11:32","4316.045N","06941.505W",-69.69175,-69.71063333,43.26413333,43.26741667,"10/27/16","201684_42"
42,"Representative","201781","8-18 OCT","10/18/17 20:36","4205.824N","07019.694W","10/18/17 21:06","4207.124N","07020.462W",-70.34103333,-70.32823333,42.09706667,42.11873333,"10/18/17","201781_42"
43,"Representative","201681","4-Feb","5/19/16 10:59","4304.282N","07026.870W","5/19/16 11:21","4304.901N","07025.735W",-70.42891667,-70.44783333,43.07136667,43.08168333,"5/19/16","201681_43"
43,"Representative","201683","27-Jun","7/13/16 16:42","4238.929N","06953.677W","7/13/16 17:11","4240.111N","06952.681W",-69.87801667,-69.89461667,42.64881667,42.66851667,"7/13/16","201683_43"
43,"Representative","201684","3-8 OCT","10/27/16 12:29","4315.949N","06935.259W","10/27/16 12:59","4315.997N","06933.557W",-69.55928333,-69.58765,43.26581667,43.26661667,"10/27/16","201684_43"
43,"Representative","201780","11-5 APR","4/27/17 16:32","4254.253N","07012.584W","4/27/17 17:02","4253.536N","07014.313W",-70.23855,-70.20973333,42.90421667,42.89226667,"4/27/17","201780_43"
44,"Representative","201680","19-May","4/25/16 22:27","4250.819N","07024.494W","4/25/16 22:57","4250.251N","07022.765W",-70.37941667,-70.40823333,42.84698333,42.83751667,"4/25/16","201680_44"
44,"Representative","201681","20-May","5/19/16 13:05","4256.888N","07025.796W","5/19/16 13:30","4257.595N","07026.462W",-70.44103333,-70.42993333,42.94813333,42.95991667,"5/19/16","201681_44"
44,"Representative","201682","30-Jul","6/22/16 22:40","4224.460N","07031.162W","6/22/16 23:10","4222.978N","07031.391W",-70.52318333,-70.51936667,42.40766667,42.38296667,"6/22/16","201682_44"
44,"Representative","201683","26-Jun","7/13/16 17:52","4242.653N","06951.807W","7/13/16 18:22","4244.100N","06952.214W",-69.87023333,-69.86345,42.71088333,42.735,"7/13/16","201683_44"
44,"Representative","201684","3-12 OCT","10/27/16 14:58","4308.221N","06945.014W","10/27/16 15:28","4307.355N","06946.439W",-69.77398333,-69.75023333,43.13701667,43.12258333,"10/27/16","201684_44"
44,"Representative","201780","5-28 APR","4/27/17 17:59","4256.512N","07017.680W","4/27/17 18:21","4256.904N","07018.914W",-70.31523333,-70.29466667,42.94186667,42.9484,"4/27/17","201780_44"
44,"Representative","201781","7-73 OCT ALT","10/19/17 10:37","4215.523N","07032.714W","10/19/17 11:07","4216.949N","07032.882W",-70.54803333,-70.54523333,42.25871667,42.28248333,"10/19/17","201781_44"
45,"Representative","201680","5-68 ALT","4/25/16 23:58","4247.307N","07027.396W","4/26/16 0:18","4247.488N","07028.679W",-70.47798333,-70.4566,42.78845,42.79146667,"4/26/16","201680_45"
45,"Representative","201681","21-May","5/19/16 14:56","4253.345N","07022.410W","5/19/16 15:26","4253.853N","07020.654W",-70.34423333,-70.3735,42.88908333,42.89755,"5/19/16","201681_45"
45,"Representative","201682","Aug-32","6/23/16 9:35","4204.727N","07000.550W","6/23/16 10:05","4205.954N","07001.305W",-70.02175,-70.00916667,42.07878333,42.09923333,"6/23/16","201682_45"
45,"Representative","201683","25-Jun","7/13/16 18:59","4246.019N","06952.733W","7/13/16 19:29","4247.423N","06953.310W",-69.8885,-69.87888333,42.76698333,42.79038333,"7/13/16","201683_45"
45,"Representative","201780","11-2 APR","4/27/17 19:53","4300.027N","07009.944W","4/27/17 20:23","4259.708N","07008.147W",-70.13578333,-70.16573333,43.00045,42.99513333,"4/27/17","201780_45"
45,"Representative","201781","8-20 OCT","10/19/17 12:25","4218.468N","07027.951W","10/19/17 12:46","4219.423N","07028.093W",-70.46821667,-70.46585,42.3078,42.32371667,"10/19/17","201781_45"
46,"Representative","201681","18-May","5/19/16 16:58","4249.432N","07023.749W","5/19/16 17:28","4248.551N","07022.182W",-70.3697,-70.39581667,42.82386667,42.80918333,"5/19/16","201681_46"
46,"Representative","201682","Nov-48","6/23/16 12:38","4221.988N","07001.989W","6/23/16 13:08","4223.297N","07001.321W",-70.02201667,-70.03315,42.36646667,42.38828333,"6/23/16","201682_46"
46,"Representative","201683","Nov-42","7/13/16 20:29","4248.131N","06957.358W","7/13/16 20:59","4249.364N","06958.408W",-69.97346667,-69.95596667,42.80218333,42.82273333,"7/13/16","201683_46"
46,"Representative","201684","6-22 OCT","10/30/16 14:13","4239.479N","06944.770W","10/30/16 14:43","4239.635N","06942.990W",-69.7165,-69.74616667,42.65798333,42.66058333,"10/30/16","201684_46"
46,"Representative","201780","11-3 APR","4/27/17 21:32","4254.488N","07004.405W","4/27/17 22:02","4253.048N","07005.045W",-70.08408333,-70.07341667,42.90813333,42.88413333,"4/27/17","201780_46"
46,"Representative","201781","7-75 OCT ALT","10/19/17 13:44","4223.523N","07031.665W","10/19/17 14:07","4224.550N","07031.945W",-70.53241667,-70.52775,42.39205,42.40916667,"10/19/17","201781_46"
47,"Representative","201680","2-Jan","4/28/16 14:48","4331.714N","06937.273W","4/28/16 15:14","4332.993N","06937.360W",-69.62266667,-69.62121667,43.52856667,43.54988333,"4/28/16","201680_47"
47,"Representative","201681","16-Apr","5/19/16 18:58","4251.459N","07031.830W","5/19/16 19:25","4250.812N","07033.256W",-70.55426667,-70.5305,42.85765,42.84686667,"5/19/16","201681_47"
47,"Representative","201682","Nov-46","6/23/16 15:09","4227.860N","07005.042W","6/23/16 15:39","4229.248N","07004.698W",-70.0783,-70.08403333,42.46433333,42.48746667,"6/23/16","201682_47"
47,"Representative","201683","Nov-44","7/13/16 21:38","4251.223N","06958.696W","7/13/16 22:08","4252.601N","06958.756W",-69.97926667,-69.97826667,42.85371667,42.87668333,"7/13/16","201683_47"
47,"Representative","201684","6-26 OCT","10/30/16 15:57","4239.549N","06935.338W","10/30/16 16:27","4239.127N","06933.654W",-69.5609,-69.58896667,42.65915,42.65211667,"10/30/16","201684_47"
47,"Representative","201780","11-10 APR","4/27/17 22:50","4254.147N","06959.766W","4/27/17 23:20","4255.544N","07000.126W",-70.0021,-69.9961,42.90245,42.92573333,"4/27/17","201780_47"
47,"Representative","201781","7-22 OCT","10/19/17 15:32","4220.630N","07036.538W","10/19/17 16:02","4221.650N","07037.809W",-70.63015,-70.60896667,42.34383333,42.36083333,"10/19/17","201781_47"
48,"Representative","201680","9-Mar","4/28/16 18:15","4328.501N","06957.715W","4/28/16 18:37","4327.641N","06958.425W",-69.97375,-69.96191667,43.47501667,43.46068333,"4/28/16","201680_48"
48,"Representative","201681","4-65 ALT","5/19/16 20:18","4249.795N","07040.368W","5/19/16 20:48","4250.078N","07042.272W",-70.70453333,-70.6728,42.82991667,42.83463333,"5/19/16","201681_48"
48,"Representative","201684","6-24 OCT","10/30/16 18:19","4246.465N","06937.452W","10/30/16 18:49","4247.645N","06938.187W",-69.63645,-69.6242,42.77441667,42.79408333,"10/30/16","201684_48"
48,"Representative","201780","11-8 APR","4/28/17 11:20","4259.718N","06958.178W","4/28/17 11:50","4301.107N","06957.912W",-69.9652,-69.96963333,42.9953,43.01845,"4/28/17","201780_48"
48,"Representative","201781","7-23 OCT","10/19/17 17:30","4228.658N","07037.845W","10/19/17 17:50","4229.427N","07037.134W",-70.6189,-70.63075,42.47763333,42.49045,"10/19/17","201781_48"
49,"Representative","201680","13-Mar","4/28/16 21:51","4327.371N","06935.611W","4/28/16 22:21","4327.382N","06937.396W",-69.62326667,-69.59351667,43.45618333,43.45636667,"4/28/16","201680_49"
49,"Representative","201683","3-Jan","7/14/16 11:28","4331.932N","06937.122W","7/14/16 11:55","4333.115N","06937.383W",-69.62305,-69.6187,43.5322,43.55191667,"7/14/16","201683_49"
49,"Representative","201684","6-72 OCT ALT","10/30/16 19:34","4249.202N","06941.099W","10/30/16 20:04","4249.750N","06942.672W",-69.7112,-69.68498333,42.82003333,42.82916667,"10/30/16","201684_49"
49,"Representative","201780","3-37 APR","4/28/17 13:02","4303.170N","06951.383W","4/28/17 13:32","4303.646N","06949.524W",-69.8254,-69.85638333,43.05283333,43.06076667,"4/28/17","201780_49"
49,"Representative","201781","7-24 OCT","10/19/17 20:01","4224.060N","07044.207W","10/19/17 20:22","4223.437N","07043.071W",-70.71785,-70.73678333,42.401,42.39061667,"10/19/17","201781_49"
50,"Representative","201680","10-Mar","4/29/16 11:41","4320.884N","06945.335W","4/29/16 12:11","4319.646N","06946.171W",-69.76951667,-69.75558333,43.34806667,43.32743333,"4/29/16","201680_50"
50,"Representative","201682","20-May","6/23/16 19:14","4231.747N","07017.333W","6/23/16 19:44","4233.052N","07018.157W",-70.30261667,-70.28888333,42.52911667,42.55086667,"6/23/16","201682_50"
50,"Representative","201780","3-42 APR","4/28/17 15:01","4301.099N","06941.537W","4/28/17 15:21","4301.630N","06940.527W",-69.67545,-69.69228333,43.01831667,43.02716667,"4/28/17","201780_50"
51,"Representative","201680","12-Mar","4/29/16 13:51","4322.864N","06939.926W","4/29/16 14:21","4321.825N","06941.085W",-69.68475,-69.66543333,43.38106667,43.36375,"4/29/16","201680_51"
51,"Representative","201681","11-98 ALT","5/24/16 21:18","4233.180N","06955.835W","5/24/16 21:54","4234.526N","06955.084W",-69.91806667,-69.93058333,42.553,42.57543333,"5/24/16","201681_51"
51,"Representative","201683","11-Mar","7/14/16 14:38","4327.254N","06940.443W","7/14/16 14:58","4328.169N","06940.424W",-69.67373333,-69.67405,43.45423333,43.46948333,"7/14/16","201683_51"
51,"Representative","201684","11-49 NOV","11/5/16 15:04","4256.337N","06957.370W","11/5/16 15:34","4257.605N","06956.494W",-69.94156667,-69.95616667,42.93895,42.96008333,"11/5/16","201684_51"
51,"Representative","201780","3-39 APR","4/28/17 16:27","4301.646N","06935.132W","4/28/17 16:58","4301.051N","06933.457W",-69.55761667,-69.58553333,43.02743333,43.01751667,"4/28/17","201780_51"
51,"Representative","201781","8-15 OCT","10/27/17 14:58","4215.380N","07020.589W","10/27/17 15:28","4216.553N","07019.617W",-70.32695,-70.34315,42.25633333,42.27588333,"10/27/17","201781_51"
52,"Representative","201680","11-Mar","4/29/16 16:26","4317.814N","06953.253W","4/29/16 16:48","4317.614N","06954.528W",-69.9088,-69.88755,43.2969,43.29356667,"4/29/16","201680_52"
52,"Representative","201681","27-Jun","5/24/16 22:34","4236.819N","06952.346W","5/24/16 23:04","4238.191N","06952.162W",-69.86936667,-69.87243333,42.61365,42.63651667,"5/24/16","201681_52"
52,"Representative","201683","10-Mar","7/14/16 17:48","4320.715N","06953.285W","7/14/16 18:18","4322.021N","06953.677W",-69.89461667,-69.88808333,43.34525,43.36701667,"7/14/16","201683_52"
52,"Representative","201684","3-10 NOV","11/5/16 18:16","4308.866N","06936.539W","11/5/16 18:43","4309.284N","06934.899W",-69.58165,-69.60898333,43.14776667,43.15473333,"11/5/16","201684_52"
52,"Representative","201780","3-38 APR","4/28/17 18:13","4304.414N","06939.299W","4/28/17 18:43","4304.973N","06941.072W",-69.68453333,-69.65498333,43.07356667,43.08288333,"4/28/17","201780_52"
52,"Representative","201781","11-6 OCT","10/27/17 16:38","4217.666N","07013.271W","10/27/17 16:59","4218.498N","07012.699W",-70.21165,-70.22118333,42.29443333,42.3083,"10/27/17","201781_52"
53,"Representative","201680","5-Feb","4/29/16 20:10","4315.813N","07007.939W","4/29/16 20:38","4316.805N","07008.940W",-70.149,-70.13231667,43.26355,43.28008333,"4/29/16","201680_53"
53,"Representative","201681","14-Mar","5/25/16 9:29","4317.875N","06933.373W","5/25/16 9:58","4318.417N","06931.657W",-69.52761667,-69.55621667,43.29791667,43.30695,"5/25/16","201681_53"
53,"Representative","201683","8-Mar","7/14/16 19:55","4318.581N","06955.323W","7/14/16 20:25","4319.834N","06954.502W",-69.90836667,-69.92205,43.30968333,43.33056667,"7/14/16","201683_53"
53,"Representative","201780","3-43 APR","4/28/17 20:55","4313.716N","06952.776W","4/28/17 21:25","4315.086N","06953.069W",-69.88448333,-69.8796,43.2286,43.25143333,"4/28/17","201780_53"
53,"Representative","201781","11-8 OCT","10/27/17 19:08","4222.692N","06959.754W","10/27/17 19:38","4224.057N","06959.633W",-69.99388333,-69.9959,42.3782,42.40095,"10/27/17","201781_53"
54,"Representative","201681","8-Mar","5/25/16 11:43","4320.829N","06942.924W","5/25/16 12:13","4320.451N","06944.759W",-69.74598333,-69.7154,43.34715,43.34085,"5/25/16","201681_54"
54,"Representative","201682","31-Aug","6/27/16 11:58","4222.463N","07015.869W","6/27/16 12:18","4223.284N","07016.570W",-70.27616667,-70.26448333,42.37438333,42.38806667,"6/27/16","201682_54"
54,"Representative","201684","3-14 NOV","11/5/16 20:06","4315.884N","06933.681W","11/5/16 20:36","4316.357N","06931.961W",-69.53268333,-69.56135,43.26473333,43.27261667,"11/5/16","201684_54"
54,"Representative","201780","3-36 APR","4/29/17 10:53","4328.201N","06943.606W","4/29/17 11:22","4327.022N","06944.332W",-69.73886667,-69.72676667,43.47001667,43.45036667,"4/29/17","201780_54"
55,"Representative","201681","12-Mar","5/25/16 13:20","4320.752N","06952.163W","5/25/16 13:50","4319.659N","06953.150W",-69.88583333,-69.86938333,43.34586667,43.32765,"5/25/16","201681_55"
55,"Representative","201682","Nov-47","6/27/16 15:21","4236.548N","07001.399W","6/27/16 15:48","4237.776N","07001.151W",-70.01918333,-70.02331667,42.60913333,42.6296,"6/27/16","201682_55"
55,"Representative","201780","3-44 APR","4/29/17 12:07","4323.888N","06944.751W","4/29/17 12:37","4322.581N","06945.383W",-69.75638333,-69.74585,43.39813333,43.37635,"4/29/17","201780_55"
56,"Representative","201681","9-Mar","5/25/16 15:22","4328.598N","06954.620W","5/25/16 15:42","4329.299N","06955.430W",-69.92383333,-69.91033333,43.47663333,43.48831667,"5/25/16","201681_56"
56,"Representative","201682","11-98 ALT","6/27/16 16:33","4241.149N","07000.425W","6/27/16 17:03","4242.539N","06959.901W",-69.99835,-70.00708333,42.68581667,42.70898333,"6/27/16","201682_56"
56,"Representative","201684","3-9 NOV","11/6/16 15:51","4323.847N","06940.049W","11/6/16 16:21","4322.684N","06941.029W",-69.68381667,-69.66748333,43.39745,43.37806667,"11/6/16","201684_56"
56,"Representative","201780","3-40 APR","4/29/17 13:17","4320.188N","06945.799W","4/29/17 13:47","4318.915N","06946.319W",-69.77198333,-69.76331667,43.33646667,43.31525,"4/29/17","201780_56"
57,"Representative","201680","4-67 ALT","4/30/16 14:42","4248.050N","07029.887W","4/30/16 15:12","4248.277N","07031.726W",-70.52876667,-70.49811667,42.80083333,42.80461667,"4/30/16","201680_57"
57,"Representative","201682","23-Jun","6/27/16 18:06","4243.200N","06954.940W","6/27/16 18:36","4244.687N","06954.768W",-69.9128,-69.91566667,42.72,42.74478333,"6/27/16","201682_57"
57,"Representative","201684","3-8 NOV","11/6/16 17:47","4318.263N","06940.890W","11/6/16 18:17","4316.922N","06940.918W",-69.68196667,-69.6815,43.30438333,43.28203333,"11/6/16","201684_57"
57,"Representative","201780","3-41 APR","4/29/17 14:45","4319.323N","06952.658W","4/29/17 15:15","4320.747N","06953.385W",-69.88975,-69.87763333,43.32205,43.34578333,"4/29/17","201780_57"
57,"Representative","201781","5-27 NOV","11/1/17 14:51","4241.246N","07017.991W","11/1/17 15:21","4242.164N","07019.419W",-70.32365,-70.29985,42.68743333,42.70273333,"11/1/17","201781_57"
58,"Representative","201681","2-Jan","5/25/16 20:45","4343.869N","06930.633W","5/25/16 21:11","4342.730N","06931.308W",-69.5218,-69.51055,43.73115,43.71216667,"5/25/16","201681_58"
58,"Representative","201682","Nov-49","6/27/16 19:26","4247.746N","06957.063W","6/27/16 19:56","4248.864N","06958.291W",-69.97151667,-69.95105,42.79576667,42.8144,"6/27/16","201682_58"
58,"Representative","201684","3-11 NOV","11/6/16 21:12","4327.186N","06954.242W","11/6/16 21:38","4326.129N","06955.167W",-69.91945,-69.90403333,43.4531,43.43548333,"11/6/16","201684_58"
58,"Representative","201780","2-45 APR","4/29/17 16:53","4324.175N","07003.227W","4/29/17 17:15","4324.704N","07002.007W",-70.03345,-70.05378333,43.40291667,43.41173333,"4/29/17","201780_58"
58,"Representative","201781","5-30 NOV","11/1/17 16:18","4246.133N","07021.850W","11/1/17 16:48","4247.002N","07023.289W",-70.38815,-70.36416667,42.76888333,42.78336667,"11/1/17","201781_58"
59,"Representative","201681","2-54 ALT","5/26/16 11:58","4317.047N","07003.385W","5/26/16 12:28","4318.456N","07003.225W",-70.05375,-70.05641667,43.28411667,43.3076,"5/26/16","201681_59"
59,"Representative","201682","21-May","6/27/16 22:53","4251.619N","07016.915W","6/27/16 23:23","4251.801N","07018.722W",-70.31203333,-70.28191667,42.86031667,42.86335,"6/27/16","201682_59"
59,"Representative","201684","2-4 NOV","11/7/16 14:54","4318.406N","07003.008W","11/7/16 15:24","4316.987N","07003.522W",-70.0587,-70.05013333,43.30676667,43.28311667,"11/7/16","201684_59"
60,"Representative","201684","3-13 NOV","11/7/16 17:04","4318.523N","06958.279W","11/7/16 17:34","4317.236N","06957.974W",-69.96623333,-69.97131667,43.30871667,43.28726667,"11/7/16","201684_60"
60,"Representative","201780","2-48 APR","4/29/17 19:55","4322.477N","07006.239W","4/29/17 20:24","4323.698N","07005.871W",-70.09785,-70.10398333,43.37461667,43.39496667,"4/29/17","201780_60"
60,"Representative","201781","5-28 NOV","11/2/17 13:36","4253.603N","07023.123W","11/2/17 14:06","4253.614N","07025.115W",-70.41858333,-70.38538333,42.89338333,42.89356667,"11/2/17","201781_60"
61,"Representative","201682","15-Apr","6/28/16 11:01","4246.737N","07040.364W","6/28/16 11:31","4245.363N","07040.047W",-70.66745,-70.67273333,42.77895,42.75605,"6/28/16","201682_61"
61,"Representative","201684","2-7 NOV","11/7/16 20:42","4303.938N","07019.069W","11/7/16 21:12","4302.754N","07019.997W",-70.33328333,-70.31781667,43.06563333,43.0459,"11/7/16","201684_61"
61,"Representative","201780","2-96 APR ALT","4/29/17 21:06","4320.947N","07004.736W","4/29/17 21:36","4319.686N","07003.669W",-70.06115,-70.07893333,43.34911667,43.3281,"4/29/17","201780_61"
61,"Representative","201781","4-34 NOV","11/2/17 16:31","4248.618N","07043.802W","11/2/17 17:01","4247.643N","07045.188W",-70.75313333,-70.73003333,42.8103,42.79405,"11/2/17","201781_61"
62,"Representative","201682","18-May","6/28/16 13:14","4249.325N","07027.194W","6/28/16 13:44","4248.487N","07025.641W",-70.42735,-70.45323333,42.82208333,42.80811667,"6/28/16","201682_62"
62,"Representative","201684","5-20 NOV","11/8/16 14:14","4257.629N","07025.220W","11/8/16 14:34","4258.467N","07025.442W",-70.42403333,-70.42033333,42.96048333,42.97445,"11/8/16","201684_62"
63,"Representative","201682","19-May","6/28/16 16:07","4239.905N","07014.094W","6/28/16 16:35","4239.479N","07015.780W",-70.263,-70.2349,42.66508333,42.65798333,"6/28/16","201682_63"
63,"Representative","201684","4-66 NOV ALT","11/8/16 16:53","4251.374N","07032.234W","11/8/16 17:16","4250.799N","07033.387W",-70.55645,-70.53723333,42.85623333,42.84665,"11/8/16","201684_63"
63,"Representative","201780","2-49 APR","4/30/17 11:44","4312.787N","07015.903W","4/30/17 12:04","4311.955N","07016.633W",-70.27721667,-70.26505,43.21311667,43.19925,"4/30/17","201780_63"
63,"Representative","201781","5-31 NOV","11/2/17 20:38","4244.310N","07030.763W","11/2/17 21:03","4243.286N","07030.175W",-70.50291667,-70.51271667,42.7385,42.72143333,"11/2/17","201781_63"
64,"Representative","201682","17-Apr","6/28/16 18:20","4238.046N","07030.039W","6/28/16 18:42","4239.156N","07030.487W",-70.50811667,-70.50065,42.6341,42.6526,"6/28/16","201682_64"
64,"Representative","201684","4-16 NOV","11/8/16 19:06","4244.374N","07035.412W","11/8/16 19:36","4243.232N","07034.362W",-70.5727,-70.5902,42.73956667,42.72053333,"11/8/16","201684_64"
64,"Representative","201780","2-99 APR ALT","4/30/17 12:44","4309.244N","07018.786W","4/30/17 13:11","4308.057N","07019.593W",-70.32655,-70.3131,43.15406667,43.13428333,"4/30/17","201780_64"
65,"Representative","201780","2-46 APR","4/30/17 13:58","4304.448N","07021.995W","4/30/17 14:18","4303.822N","07022.955W",-70.38258333,-70.36658333,43.07413333,43.0637,"4/30/17","201780_65"
65,"Representative","201781","8-17 NOV","11/12/17 11:49","4223.469N","07022.099W","11/12/17 12:19","4223.767N","07020.130W",-70.3355,-70.36831667,42.39115,42.39611667,"11/12/17","201781_65"
66,"Representative","201781","8-16 NOV","11/12/17 13:14","4227.489N","07016.198W","11/12/17 13:44","4226.073N","07015.622W",-70.26036667,-70.26996667,42.45815,42.43455,"11/12/17","201781_66"
67,"Representative","201780","7-26 MAY","5/3/17 10:27","4207.721N","07033.802W","5/3/17 10:57","4206.314N","07032.953W",-70.54921667,-70.56336667,42.12868333,42.10523333,"5/3/17","201780_67"
68,"Representative","201684","9-37 NOV","11/14/16 13:58","4225.977N","06952.282W","11/14/16 14:28","4227.232N","06952.168W",-69.86946667,-69.87136667,42.43295,42.45386667,"11/14/16","201684_68"
68,"Representative","201780","10-14 MAY","5/3/17 12:53","4154.081N","07028.097W","5/3/17 13:23","4152.807N","07027.020W",-70.45033333,-70.46828333,41.90135,41.88011667,"5/3/17","201780_68"
69,"Representative","201684","9-38 NOV","11/14/16 16:05","4224.577N","06940.665W","11/14/16 16:35","4224.299N","06938.755W",-69.64591667,-69.67775,42.40961667,42.40498333,"11/14/16","201684_69"
69,"Representative","201780","10-12 MAY","5/3/17 14:07","4154.903N","07022.454W","5/3/17 14:37","4156.401N","07022.479W",-70.37465,-70.37423333,41.91505,41.94001667,"5/3/17","201780_69"
69,"Representative","201781","11-2 NOV","11/12/17 19:10","4229.469N","07009.204W","11/12/17 19:40","4230.933N","07009.411W",-70.15685,-70.1534,42.49115,42.51555,"11/12/17","201781_69"
70,"Representative","201684","9-36 NOV","11/14/16 17:18","4225.280N","06935.974W","11/14/16 17:48","4226.346N","06935.289W",-69.58815,-69.59956667,42.42133333,42.4391,"11/14/16","201684_70"
70,"Representative","201780","10-13 MAY","5/3/17 15:45","4153.294N","07014.967W","5/3/17 16:15","4154.809N","07014.732W",-70.24553333,-70.24945,41.88823333,41.91348333,"5/3/17","201780_70"
71,"Representative","201684","6-24 NOV","11/14/16 19:34","4235.344N","06933.972W","11/14/16 20:04","4236.622N","06933.660W",-69.561,-69.5662,42.58906667,42.61036667,"11/14/16","201684_71"
71,"Representative","201780","8-18 MAY","5/3/17 17:53","4203.905N","07018.741W","5/3/17 18:23","4205.191N","07019.741W",-70.32901667,-70.31235,42.06508333,42.08651667,"5/3/17","201780_71"
72,"Representative","201684","3-12 NOV","11/15/16 11:27","4302.322N","06933.541W","11/15/16 11:57","4301.088N","06933.835W",-69.56391667,-69.55901667,43.0387,43.01813333,"11/15/16","201684_72"
72,"Representative","201780","8-16 MAY","5/3/17 20:37","4212.253N","07003.178W","5/3/17 21:07","4211.654N","07001.415W",-70.02358333,-70.05296667,42.20421667,42.19423333,"5/3/17","201780_72"
72,"Representative","201781","10-13 DEC","12/2/17 14:39","4158.451N","07009.255W","12/2/17 15:02","4157.333N","06956.113W",-69.93521667,-70.15425,41.97418333,41.95555,"12/2/17","201781_72"
73,"Representative","201684","6-23 NOV","11/15/16 13:11","4255.631N","06931.734W","11/15/16 13:41","4255.400N","06933.711W",-69.56185,-69.5289,42.92718333,42.92333333,"11/15/16","201684_73"
73,"Representative","201780","8-19 MAY","5/3/17 22:36","4206.140N","07008.484W","5/3/17 23:07","4205.771N","07006.610W",-70.11016667,-70.1414,42.10233333,42.09618333,"5/3/17","201780_73"
73,"Representative","201781","10-12 DEC","12/2/17 16:24","4155.453N","07020.716W","12/2/17 16:54","4156.764N","07021.741W",-70.36235,-70.34526667,41.92421667,41.94606667,"12/2/17","201781_73"
74,"Representative","201684","6-22 NOV","11/15/16 15:13","4252.593N","06944.029W","11/15/16 15:43","4251.172N","06944.004W",-69.7334,-69.73381667,42.87655,42.85286667,"11/15/16","201684_74"
74,"Representative","201780","11-4 MAY","5/4/17 11:30","4218.913N","07005.409W","5/4/17 12:00","4219.546N","07003.628W",-70.06046667,-70.09015,42.31521667,42.32576667,"5/4/17","201780_74"
74,"Representative","201781","10-14 DEC","12/2/17 18:11","4152.659N","07028.491W","12/2/17 18:33","4153.777N","07029.115W",-70.48525,-70.47485,41.87765,41.89628333,"12/2/17","201781_74"
75,"Representative","201684","6-26 NOV","11/15/16 16:39","4248.624N","06939.370W","11/15/16 17:09","4247.625N","06937.968W",-69.6328,-69.65616667,42.8104,42.79375,"11/15/16","201684_75"
75,"Representative","201780","11-5 MAY","5/4/17 12:51","4222.654N","07000.255W","5/4/17 13:21","4224.053N","07000.062W",-70.00103333,-70.00425,42.37756667,42.40088333,"5/4/17","201780_75"
75,"Representative","201781","7-25 DEC","12/2/17 19:41","4200.965N","07033.328W","12/2/17 20:02","4202.031N","07033.582W",-70.5597,-70.55546667,42.01608333,42.03385,"12/2/17","201781_75"
76,"Representative","201684","6-27 NOV","11/15/16 18:15","4247.081N","06945.264W","11/15/16 18:45","4246.496N","06946.862W",-69.78103333,-69.7544,42.78468333,42.77493333,"11/15/16","201684_76"
76,"Representative","201780","11-7 MAY","5/4/17 15:02","4225.296N","07011.398W","5/4/17 15:32","4224.016N","07012.438W",-70.2073,-70.18996667,42.4216,42.40026667,"5/4/17","201780_76"
77,"Representative","201780","8-17 MAY","5/4/17 16:58","4221.059N","07022.497W","5/4/17 17:28","4219.891N","07021.326W",-70.35543333,-70.37495,42.35098333,42.33151667,"5/4/17","201780_77"
77,"Representative","201781","7-23 DEC","12/3/17 11:43","4214.612N","07031.644W","12/3/17 12:13","4213.359N","07030.633W",-70.51055,-70.5274,42.24353333,42.22265,"12/3/17","201781_77"
78,"Representative","201780","8-20 MAY","5/4/17 17:58","4219.289N","07018.603W","5/4/17 18:28","4217.832N","07018.274W",-70.30456667,-70.31005,42.32148333,42.2972,"5/4/17","201780_78"
78,"Representative","201781","8-18 DEC","12/3/17 12:47","4212.791N","07027.435W","12/3/17 13:17","4211.856N","07025.937W",-70.43228333,-70.45725,42.21318333,42.1976,"12/3/17","201781_78"
79,"Representative","201684","8-31 NOV","11/19/16 12:43","4206.734N","07025.001W","11/19/16 13:13","4205.680N","07023.844W",-70.3974,-70.41668333,42.11223333,42.09466667,"11/19/16","201684_79"
79,"Representative","201780","8-21 MAY","5/4/17 19:35","4212.688N","07023.081W","5/4/17 20:05","4212.349N","07025.042W",-70.41736667,-70.38468333,42.21146667,42.20581667,"5/4/17","201780_79"
